Код покупателя	Артикул	Количество	Дата
Клиент-59	Арт3	5	31.03.2017
Клиент-81	Арт22	6	07.03.2018
Клиент-44	Арт4	4	14.11.2017
Клиент-174	Арт5	7	14.08.2017
Клиент-158	Арт3	7	10.05.2017
Клиент-23	Арт4	1	16.12.2017
Клиент-9	Арт5	6	28.02.2018
Клиент-155	Арт13	7	06.04.2017
Клиент-100	Арт12	3	01.04.2017
Клиент-143	Арт17	6	05.11.2017
Клиент-172	Арт3	4	17.09.2017
Клиент-186	Арт5	8	18.12.2017
Клиент-96	Арт26	1	14.06.2018
Клиент-166	Арт23	2	14.02.2018
Клиент-168	Арт18	1	20.06.2018
Клиент-46	Арт8	1	23.07.2018
Клиент-117	Арт9	10	15.03.2017
Клиент-166	Арт4	7	18.10.2017
Клиент-167	Арт17	2	14.06.2017
Клиент-17	Арт13	8	12.05.2017
Клиент-167	Арт14	7	24.06.2018
Клиент-44	Арт8	6	20.03.2018
Клиент-73	Арт25	9	07.02.2018
Клиент-82	Арт25	8	07.02.2017
Клиент-101	Арт9	1	05.05.2018
Клиент-77	Арт25	9	03.07.2017
Клиент-114	Арт1	8	03.12.2017
Клиент-60	Арт9	2	12.02.2017
Клиент-29	Арт20	2	19.02.2017
Клиент-82	Арт4	8	25.02.2018
Клиент-9	Арт25	10	13.12.2017
Клиент-140	Арт9	6	10.06.2017
Клиент-166	Арт7	5	15.09.2017
Клиент-9	Арт6	9	15.03.2017
Клиент-50	Арт17	2	21.09.2017
Клиент-44	Арт10	2	16.12.2017
Клиент-13	Арт8	1	18.07.2017
Клиент-193	Арт17	10	16.07.2017
Клиент-120	Арт21	3	17.07.2018
Клиент-124	Арт10	1	16.07.2018
Клиент-140	Арт24	10	16.02.2017
Клиент-153	Арт10	8	25.01.2017
Клиент-198	Арт11	8	14.03.2017
Клиент-196	Арт1	7	27.03.2017
Клиент-123	Арт12	5	06.11.2017
Клиент-71	Арт19	8	11.04.2018
Клиент-39	Арт7	2	23.01.2018
Клиент-108	Арт9	9	10.09.2017
Клиент-196	Арт7	6	11.05.2018
Клиент-148	Арт20	6	30.08.2018
Клиент-90	Арт6	8	26.05.2017
Клиент-33	Арт7	10	18.09.2017
Клиент-17	Арт10	4	28.01.2017
Клиент-17	Арт19	5	26.03.2018
Клиент-36	Арт12	2	24.06.2018
Клиент-193	Арт2	2	27.06.2018
Клиент-115	Арт25	10	10.09.2017
Клиент-78	Арт10	7	04.03.2017
Клиент-82	Арт6	1	16.04.2017
Клиент-2	Арт11	10	23.05.2018
Клиент-84	Арт22	6	11.06.2017
Клиент-198	Арт7	9	08.04.2018
Клиент-23	Арт14	6	02.06.2017
Клиент-29	Арт22	6	28.03.2017
Клиент-187	Арт3	2	07.08.2018
Клиент-131	Арт14	1	25.12.2017
Клиент-145	Арт18	3	17.10.2017
Клиент-183	Арт16	4	14.01.2017
Клиент-9	Арт18	10	04.03.2017
Клиент-116	Арт11	3	04.03.2018
Клиент-181	Арт8	10	29.12.2017
Клиент-1	Арт20	2	19.10.2017
Клиент-103	Арт2	7	30.07.2018
Клиент-68	Арт11	4	03.03.2018
Клиент-194	Арт1	2	29.06.2017
Клиент-86	Арт1	1	21.07.2018
Клиент-130	Арт17	10	22.02.2017
Клиент-136	Арт18	4	13.09.2018
Клиент-131	Арт14	4	30.12.2017
Клиент-54	Арт21	2	13.01.2018
Клиент-80	Арт4	1	10.08.2018
Клиент-174	Арт10	4	03.07.2017
Клиент-200	Арт14	7	09.08.2018
Клиент-128	Арт17	4	29.01.2018
Клиент-137	Арт26	1	04.06.2017
Клиент-180	Арт8	2	22.04.2017
Клиент-59	Арт18	8	29.08.2018
Клиент-42	Арт14	2	29.06.2018
Клиент-130	Арт6	3	04.09.2018
Клиент-27	Арт3	4	11.03.2017
Клиент-127	Арт20	7	08.03.2018
Клиент-73	Арт17	5	12.12.2017
Клиент-23	Арт25	9	01.09.2017
Клиент-173	Арт21	4	16.04.2018
Клиент-42	Арт5	8	27.05.2018
Клиент-161	Арт18	9	03.04.2018
Клиент-152	Арт17	6	26.01.2018
Клиент-115	Арт4	5	18.07.2018
Клиент-179	Арт8	1	02.07.2018
Клиент-78	Арт12	4	16.05.2018
Клиент-151	Арт4	3	06.04.2017
Клиент-68	Арт15	3	19.02.2017
Клиент-180	Арт25	7	03.04.2017
Клиент-113	Арт26	10	29.12.2017
Клиент-3	Арт13	7	21.09.2018
Клиент-61	Арт25	5	01.01.2018
Клиент-127	Арт23	8	05.11.2017
Клиент-84	Арт6	4	07.04.2017
Клиент-143	Арт16	5	24.03.2017
Клиент-61	Арт16	9	10.03.2017
Клиент-116	Арт8	6	19.09.2017
Клиент-121	Арт22	2	24.01.2017
Клиент-113	Арт8	5	11.01.2018
Клиент-193	Арт6	7	24.08.2017
Клиент-91	Арт20	6	20.07.2018
Клиент-181	Арт12	5	21.06.2017
Клиент-113	Арт4	10	18.04.2017
Клиент-194	Арт7	10	28.10.2017
Клиент-15	Арт14	7	15.03.2018
Клиент-26	Арт23	8	26.02.2018
Клиент-129	Арт24	7	20.08.2018
Клиент-73	Арт13	5	23.03.2017
Клиент-190	Арт8	2	22.06.2018
Клиент-126	Арт11	7	07.10.2017
Клиент-161	Арт2	2	08.07.2017
Клиент-182	Арт13	3	30.04.2018
Клиент-93	Арт7	5	11.05.2018
Клиент-68	Арт17	8	05.09.2017
Клиент-69	Арт22	7	17.03.2017
Клиент-194	Арт14	1	14.02.2017
Клиент-141	Арт13	5	23.03.2018
Клиент-48	Арт21	1	18.06.2017
Клиент-98	Арт18	6	03.07.2017
Клиент-103	Арт16	6	13.02.2018
Клиент-197	Арт19	8	27.01.2018
Клиент-85	Арт8	10	05.03.2017
Клиент-5	Арт23	4	22.05.2018
Клиент-174	Арт6	2	07.04.2017
Клиент-35	Арт4	1	27.08.2017
Клиент-170	Арт11	9	05.05.2017
Клиент-154	Арт26	3	12.03.2018
Клиент-82	Арт13	1	05.01.2018
Клиент-174	Арт21	3	30.06.2018
Клиент-46	Арт16	8	27.12.2017
Клиент-138	Арт7	7	22.12.2017
Клиент-110	Арт20	9	15.01.2017
Клиент-70	Арт6	2	18.06.2017
Клиент-190	Арт11	3	23.08.2017
Клиент-190	Арт13	9	18.02.2018
Клиент-175	Арт21	8	20.06.2017
Клиент-53	Арт15	10	10.07.2018
Клиент-93	Арт12	2	20.06.2018
Клиент-7	Арт11	1	18.08.2017
Клиент-168	Арт1	5	14.01.2017
Клиент-170	Арт25	10	19.03.2018
Клиент-86	Арт14	2	31.03.2018
Клиент-186	Арт4	7	13.12.2017
Клиент-17	Арт10	7	12.11.2017
Клиент-43	Арт8	6	19.03.2017
Клиент-87	Арт9	1	08.10.2017
Клиент-83	Арт16	9	09.02.2017
Клиент-25	Арт9	5	07.02.2018
Клиент-59	Арт13	5	21.02.2017
Клиент-24	Арт10	3	28.08.2018
Клиент-153	Арт26	7	07.01.2017
Клиент-88	Арт18	6	23.12.2017
Клиент-63	Арт2	6	21.07.2018
Клиент-95	Арт20	10	03.10.2017
Клиент-66	Арт26	1	18.03.2018
Клиент-189	Арт13	8	06.07.2018
Клиент-47	Арт10	7	16.11.2017
Клиент-2	Арт18	3	01.09.2017
Клиент-181	Арт6	7	10.05.2018
Клиент-21	Арт12	10	13.05.2018
Клиент-69	Арт3	2	14.08.2017
Клиент-89	Арт21	4	10.02.2018
Клиент-91	Арт14	6	10.12.2017
Клиент-5	Арт8	6	16.04.2018
Клиент-6	Арт17	7	03.08.2017
Клиент-116	Арт19	6	05.09.2017
Клиент-14	Арт10	1	06.02.2018
Клиент-28	Арт3	10	15.01.2017
Клиент-100	Арт8	10	17.10.2017
Клиент-51	Арт16	4	25.09.2017
Клиент-121	Арт8	5	29.12.2017
Клиент-193	Арт25	10	10.10.2017
Клиент-20	Арт12	6	30.11.2017
Клиент-24	Арт25	7	28.01.2017
Клиент-138	Арт13	9	19.01.2017
Клиент-27	Арт16	9	25.10.2017
Клиент-59	Арт6	5	07.02.2018
Клиент-139	Арт10	8	28.09.2017
Клиент-193	Арт16	5	16.07.2018
Клиент-56	Арт3	10	20.05.2018
Клиент-35	Арт18	5	27.06.2017
Клиент-163	Арт13	8	01.06.2017
Клиент-195	Арт9	1	03.07.2018
Клиент-67	Арт11	3	08.07.2017
Клиент-4	Арт18	4	29.05.2017
Клиент-7	Арт25	2	05.02.2018
Клиент-176	Арт8	6	17.07.2017
Клиент-152	Арт14	4	22.11.2017
Клиент-79	Арт21	5	23.06.2018
Клиент-116	Арт19	3	27.02.2017
Клиент-119	Арт10	5	28.05.2017
Клиент-54	Арт25	4	04.04.2017
Клиент-89	Арт21	2	13.09.2017
Клиент-157	Арт11	2	28.09.2017
Клиент-175	Арт22	4	14.11.2017
Клиент-39	Арт11	8	06.07.2018
Клиент-78	Арт10	3	24.10.2017
Клиент-71	Арт16	5	18.02.2018
Клиент-47	Арт3	3	13.10.2017
Клиент-172	Арт15	2	23.09.2017
Клиент-77	Арт1	4	06.01.2017
Клиент-143	Арт19	10	02.11.2017
Клиент-96	Арт15	1	21.03.2018
Клиент-173	Арт14	10	06.01.2018
Клиент-66	Арт19	7	12.12.2017
Клиент-190	Арт22	7	22.08.2018
Клиент-106	Арт8	3	10.01.2017
Клиент-6	Арт6	7	21.06.2018
Клиент-21	Арт1	2	31.03.2018
Клиент-135	Арт20	2	24.04.2018
Клиент-25	Арт23	5	12.06.2017
Клиент-167	Арт20	8	08.04.2017
Клиент-186	Арт22	3	16.08.2017
Клиент-199	Арт9	1	26.09.2017
Клиент-136	Арт17	7	01.05.2017
Клиент-198	Арт3	5	08.07.2017
Клиент-191	Арт20	1	07.09.2017
Клиент-72	Арт13	4	21.07.2017
Клиент-28	Арт18	10	25.07.2018
Клиент-154	Арт8	8	15.05.2017
Клиент-11	Арт23	9	13.04.2017
Клиент-119	Арт4	7	15.04.2017
Клиент-73	Арт1	10	27.06.2018
Клиент-92	Арт24	3	04.10.2017
Клиент-181	Арт23	8	23.07.2017
Клиент-114	Арт25	10	24.05.2017
Клиент-44	Арт22	2	03.07.2017
Клиент-30	Арт13	4	25.09.2017
Клиент-8	Арт7	3	08.04.2018
Клиент-16	Арт18	10	19.06.2018
Клиент-122	Арт10	9	10.08.2017
Клиент-76	Арт13	4	08.09.2017
Клиент-154	Арт7	3	22.01.2017
Клиент-126	Арт2	1	23.07.2018
Клиент-45	Арт12	2	30.10.2017
Клиент-86	Арт14	3	23.09.2017
Клиент-145	Арт25	2	28.02.2018
Клиент-133	Арт16	1	09.05.2017
Клиент-51	Арт13	2	20.04.2018
Клиент-55	Арт19	6	16.04.2018
Клиент-30	Арт23	1	21.02.2017
Клиент-187	Арт14	9	09.03.2018
Клиент-186	Арт13	7	16.05.2018
Клиент-83	Арт14	4	28.06.2018
Клиент-86	Арт19	8	18.05.2018
Клиент-34	Арт17	1	13.09.2017
Клиент-112	Арт11	2	16.07.2017
Клиент-7	Арт2	6	25.09.2018
Клиент-6	Арт3	10	26.03.2017
Клиент-79	Арт18	1	05.02.2018
Клиент-162	Арт19	6	30.01.2017
Клиент-3	Арт23	1	24.09.2018
Клиент-33	Арт11	6	14.01.2017
Клиент-162	Арт2	1	20.11.2017
Клиент-140	Арт26	9	30.04.2018
Клиент-27	Арт2	3	13.02.2017
Клиент-36	Арт24	9	12.05.2017
Клиент-68	Арт7	9	03.02.2017
Клиент-46	Арт7	4	16.09.2018
Клиент-130	Арт1	9	29.01.2017
Клиент-195	Арт1	5	02.09.2017
Клиент-81	Арт8	9	26.04.2018
Клиент-139	Арт25	1	13.09.2018
Клиент-149	Арт15	2	20.03.2017
Клиент-123	Арт6	8	25.02.2018
Клиент-55	Арт10	7	23.04.2018
Клиент-44	Арт18	3	10.12.2017
Клиент-128	Арт18	5	22.05.2018
Клиент-16	Арт21	7	21.06.2018
Клиент-130	Арт6	8	26.09.2017
Клиент-160	Арт2	4	22.01.2017
Клиент-13	Арт1	8	29.08.2018
Клиент-138	Арт23	3	02.02.2017
Клиент-85	Арт10	7	19.01.2017
Клиент-136	Арт23	2	23.09.2017
Клиент-90	Арт17	1	08.02.2017
Клиент-27	Арт25	1	19.01.2018
Клиент-47	Арт22	6	08.01.2018
Клиент-28	Арт6	8	29.08.2018
Клиент-169	Арт25	6	17.09.2018
Клиент-139	Арт5	1	04.10.2017
Клиент-166	Арт20	9	25.01.2017
Клиент-52	Арт23	9	12.02.2018
Клиент-62	Арт21	6	28.06.2018
Клиент-180	Арт19	2	15.11.2017
Клиент-134	Арт8	9	05.10.2017
Клиент-62	Арт19	5	26.02.2018
Клиент-15	Арт6	4	07.04.2018
Клиент-102	Арт11	2	31.08.2017
Клиент-111	Арт9	5	20.01.2018
Клиент-176	Арт19	3	09.08.2018
Клиент-164	Арт12	2	09.06.2018
Клиент-53	Арт17	9	05.11.2017
Клиент-43	Арт10	3	26.06.2017
Клиент-70	Арт13	7	07.02.2018
Клиент-180	Арт13	4	14.01.2017
Клиент-51	Арт3	9	21.03.2018
Клиент-130	Арт2	4	11.01.2018
Клиент-38	Арт7	8	08.06.2018
Клиент-112	Арт13	3	09.12.2017
Клиент-125	Арт18	2	25.06.2017
Клиент-35	Арт1	4	07.07.2017
Клиент-120	Арт15	10	15.02.2017
Клиент-130	Арт4	2	30.06.2018
Клиент-118	Арт22	2	05.03.2017
Клиент-192	Арт21	7	23.10.2017
Клиент-51	Арт2	7	06.05.2017
Клиент-183	Арт4	2	17.06.2017
Клиент-42	Арт26	5	10.02.2018
Клиент-113	Арт22	10	01.07.2018
Клиент-195	Арт1	4	22.07.2018
Клиент-40	Арт5	3	15.08.2018
Клиент-71	Арт25	7	22.06.2018
Клиент-190	Арт7	4	14.08.2018
Клиент-13	Арт18	4	21.02.2017
Клиент-165	Арт12	6	23.08.2018
Клиент-62	Арт19	9	19.03.2017
Клиент-98	Арт15	10	20.06.2017
Клиент-179	Арт18	7	06.09.2018
Клиент-149	Арт19	8	10.11.2017
Клиент-25	Арт8	5	13.06.2017
Клиент-68	Арт22	8	03.10.2017
Клиент-131	Арт21	6	23.03.2018
Клиент-96	Арт22	4	04.12.2017
Клиент-179	Арт24	7	23.05.2017
Клиент-18	Арт17	2	19.01.2018
Клиент-170	Арт20	9	30.12.2017
Клиент-81	Арт6	7	26.03.2018
Клиент-97	Арт13	8	16.03.2017
Клиент-78	Арт8	8	01.06.2018
Клиент-169	Арт17	1	23.02.2017
Клиент-21	Арт25	8	15.02.2018
Клиент-188	Арт20	10	05.11.2017
Клиент-177	Арт14	1	25.08.2017
Клиент-28	Арт4	3	01.06.2018
Клиент-197	Арт23	8	03.01.2018
Клиент-191	Арт12	5	21.04.2017
Клиент-160	Арт15	6	05.09.2017
Клиент-130	Арт6	6	15.10.2017
Клиент-112	Арт25	8	02.09.2017
Клиент-78	Арт11	7	05.05.2017
Клиент-198	Арт5	1	31.05.2017
Клиент-127	Арт7	10	30.04.2018
Клиент-131	Арт9	3	01.07.2017
Клиент-174	Арт3	1	06.08.2017
Клиент-54	Арт20	5	02.07.2017
Клиент-132	Арт3	9	22.04.2017
Клиент-46	Арт15	9	15.08.2018
Клиент-110	Арт20	8	11.07.2017
Клиент-53	Арт22	3	02.07.2017
Клиент-15	Арт8	10	14.05.2017
Клиент-109	Арт17	4	12.03.2017
Клиент-164	Арт25	4	11.09.2018
Клиент-77	Арт14	5	30.09.2017
Клиент-198	Арт25	5	04.08.2017
Клиент-28	Арт7	1	27.08.2017
Клиент-28	Арт22	6	05.10.2017
Клиент-32	Арт26	9	10.06.2018
Клиент-106	Арт4	7	05.01.2018
Клиент-119	Арт22	1	09.05.2017
Клиент-140	Арт22	1	05.07.2018
Клиент-183	Арт17	8	01.02.2018
Клиент-199	Арт13	1	19.07.2017
Клиент-154	Арт13	5	20.03.2018
Клиент-103	Арт5	7	26.02.2017
Клиент-11	Арт1	8	14.02.2018
Клиент-95	Арт17	5	10.06.2017
Клиент-163	Арт23	2	23.07.2018
Клиент-146	Арт1	6	18.04.2017
Клиент-71	Арт21	8	18.06.2017
Клиент-48	Арт2	10	23.03.2018
Клиент-86	Арт19	4	27.02.2018
Клиент-160	Арт20	7	05.03.2018
Клиент-188	Арт15	1	10.01.2018
Клиент-26	Арт14	2	06.02.2017
Клиент-80	Арт19	1	29.11.2017
Клиент-142	Арт7	8	26.10.2017
Клиент-37	Арт18	8	10.02.2018
Клиент-130	Арт14	4	10.04.2018
Клиент-28	Арт10	9	09.06.2017
Клиент-103	Арт3	10	16.09.2018
Клиент-119	Арт8	3	29.07.2017
Клиент-3	Арт19	3	21.05.2017
Клиент-155	Арт11	5	20.02.2018
Клиент-82	Арт4	6	13.08.2018
Клиент-86	Арт7	3	16.09.2017
Клиент-59	Арт12	9	30.07.2018
Клиент-75	Арт10	2	19.01.2017
Клиент-33	Арт23	7	21.09.2017
Клиент-67	Арт8	6	15.08.2018
Клиент-107	Арт6	1	10.12.2017
Клиент-128	Арт7	8	18.12.2017
Клиент-185	Арт20	9	31.01.2017
Клиент-172	Арт12	7	03.02.2018
Клиент-132	Арт16	6	11.06.2017
Клиент-90	Арт19	5	29.03.2017
Клиент-48	Арт4	7	21.02.2018
Клиент-95	Арт22	10	26.01.2018
Клиент-78	Арт4	6	04.05.2017
Клиент-106	Арт23	7	05.02.2017
Клиент-84	Арт11	6	09.05.2018
Клиент-31	Арт7	3	17.12.2017
Клиент-200	Арт7	4	08.10.2017
Клиент-143	Арт17	9	09.01.2018
Клиент-49	Арт20	3	22.02.2018
Клиент-101	Арт20	6	05.07.2017
Клиент-168	Арт24	5	20.01.2017
Клиент-196	Арт15	10	14.01.2018
Клиент-105	Арт26	6	20.11.2017
Клиент-156	Арт14	6	25.06.2017
Клиент-162	Арт4	1	28.04.2018
Клиент-25	Арт5	3	23.10.2017
Клиент-15	Арт9	9	17.06.2018
Клиент-37	Арт7	4	18.04.2018
Клиент-99	Арт16	10	16.04.2018
Клиент-132	Арт16	10	25.03.2018
Клиент-131	Арт20	6	15.05.2018
Клиент-27	Арт3	2	20.05.2017
Клиент-61	Арт12	7	13.09.2018
Клиент-43	Арт17	7	05.09.2018
Клиент-148	Арт10	6	06.02.2017
Клиент-24	Арт26	3	26.03.2018
Клиент-181	Арт4	1	22.03.2018
Клиент-18	Арт21	3	03.02.2017
Клиент-169	Арт15	5	02.04.2018
Клиент-172	Арт13	10	29.08.2018
Клиент-200	Арт19	6	07.08.2018
Клиент-45	Арт1	6	23.07.2018
Клиент-185	Арт1	9	10.02.2017
Клиент-199	Арт12	2	14.08.2018
Клиент-160	Арт25	4	15.10.2017
Клиент-164	Арт5	10	16.09.2017
Клиент-146	Арт7	3	03.05.2018
Клиент-6	Арт13	6	24.03.2018
Клиент-21	Арт12	9	19.01.2017
Клиент-45	Арт15	6	27.09.2018
Клиент-121	Арт20	3	26.06.2018
Клиент-137	Арт17	9	31.05.2017
Клиент-85	Арт19	7	23.05.2018
Клиент-11	Арт4	3	14.08.2018
Клиент-141	Арт9	10	05.09.2017
Клиент-200	Арт22	5	20.12.2017
Клиент-96	Арт11	5	14.01.2017
Клиент-183	Арт24	9	08.08.2018
Клиент-28	Арт23	9	24.02.2017
Клиент-182	Арт6	6	12.02.2017
Клиент-66	Арт12	9	19.12.2017
Клиент-46	Арт4	1	26.12.2017
Клиент-110	Арт19	10	06.04.2018
Клиент-184	Арт15	7	24.02.2018
Клиент-45	Арт8	5	09.03.2017
Клиент-114	Арт19	2	26.06.2017
Клиент-164	Арт3	5	12.07.2017
Клиент-95	Арт24	3	23.04.2018
Клиент-68	Арт1	8	25.04.2017
Клиент-173	Арт17	7	08.11.2017
Клиент-169	Арт3	3	22.05.2018
Клиент-65	Арт6	6	17.04.2017
Клиент-51	Арт3	10	10.06.2017
Клиент-200	Арт10	8	10.02.2017
Клиент-175	Арт24	5	12.09.2017
Клиент-18	Арт26	1	22.07.2017
Клиент-63	Арт17	6	15.10.2017
Клиент-53	Арт11	8	02.03.2017
Клиент-60	Арт8	7	07.04.2017
Клиент-9	Арт13	3	29.04.2017
Клиент-73	Арт26	3	08.02.2018
Клиент-7	Арт25	10	01.03.2017
Клиент-195	Арт21	8	13.09.2017
Клиент-92	Арт22	9	08.07.2018
Клиент-142	Арт23	10	07.10.2017
Клиент-136	Арт2	1	17.05.2018
Клиент-116	Арт22	5	23.11.2017
Клиент-12	Арт17	9	05.05.2017
Клиент-145	Арт13	4	04.11.2017
Клиент-128	Арт1	7	21.10.2017
Клиент-81	Арт20	9	22.03.2017
Клиент-69	Арт3	2	08.09.2017
Клиент-9	Арт16	6	11.01.2018
Клиент-150	Арт23	2	05.05.2018
Клиент-189	Арт18	2	13.02.2018
Клиент-195	Арт20	10	18.02.2017
Клиент-150	Арт24	8	04.01.2017
Клиент-50	Арт21	10	12.07.2017
Клиент-33	Арт4	8	05.04.2017
Клиент-175	Арт17	8	15.05.2018
Клиент-39	Арт7	2	08.06.2017
Клиент-49	Арт19	7	17.03.2018
Клиент-32	Арт23	3	05.03.2018
Клиент-165	Арт11	8	14.04.2017
Клиент-103	Арт16	8	18.05.2018
Клиент-171	Арт24	10	25.01.2018
Клиент-32	Арт17	3	07.01.2018
Клиент-64	Арт1	9	05.08.2018
Клиент-119	Арт9	5	28.02.2017
Клиент-23	Арт24	6	17.09.2018
Клиент-40	Арт5	1	28.02.2018
Клиент-40	Арт5	2	15.04.2017
Клиент-155	Арт14	6	21.12.2017
